TimeStamp (ms), Device type, Position x, Position y, Position z, Rotation w, Rotation x, Rotation y, Rotation z, Primary value, Nib value, Grip value, Touchpad X value, Touchpad Y value, Button AX, Button BY
32.60143, Hmd, 0.08564419, 1.093776, 0.3955308, 0.9152135, 0.3627505, 0.1703482, 0.0421637, 0, 0, 0, 0, 0, 0, 0
32.60143, Primary, 0.2640264, 0.7262663, 0.6203998, 0.9254624, 0.3699137, -0.04585581, -0.06767963, 0, 0, 0, -0.008010983, -0.001846313, 0, 0
32.60143, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639628, 0.241432, -0.1833714, -0.402062, 0, 0, 0, 0, 0, 0, 0
32.61554, Hmd, 0.08560836, 1.093856, 0.3953178, 0.9152268, 0.3627174, 0.1703516, 0.04214767, 0, 0, 0, 0, 0, 0, 0
32.61554, Primary, 0.2643606, 0.7253957, 0.6197922, 0.9245195, 0.3727284, -0.04413472, -0.06625195, 0, 0, 0, -0.008010983, -0.001846313, 0, 0
32.61554, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414318, -0.1833716, -0.402062, 0, 0, 0, 0, 0, 0, 0
32.62946, Hmd, 0.08555937, 1.093969, 0.3951083, 0.9152806, 0.3625503, 0.1703637, 0.04236757, 0, 0, 0, 0, 0, 0, 0
32.62946, Primary, 0.2641864, 0.7254103, 0.6193768, 0.9249573, 0.3718802, -0.04552571, -0.06392576, 0, 0, 0, -0.008041501, -0.001846313, 0, 0
32.62946, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414319, -0.1833716, -0.4020623, 0, 0, 0, 0, 0, 0, 0
32.64341, Hmd, 0.0856532, 1.094016, 0.3951034, 0.915324, 0.3623465, 0.1705208, 0.04253846, 0, 0, 0, 0, 0, 0, 0
32.64341, Primary, 0.2638757, 0.7256118, 0.6187663, 0.924906, 0.3718907, -0.04592094, -0.06432273, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.64341, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.241432, -0.1833713, -0.4020622, 0, 0, 0, 0, 0, 0, 0
32.65735, Hmd, 0.08557826, 1.094163, 0.3948463, 0.9153851, 0.3621241, 0.17069, 0.04243963, 0, 0, 0, 0, 0, 0, 0
32.65735, Primary, 0.2629157, 0.7261362, 0.6176617, 0.9247533, 0.3716397, -0.04850622, -0.06604844, 0, 0, 0, -0.008010983, -0.001846313, 0, 0
32.65735, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639628, 0.241432, -0.1833714, -0.402062, 0, 0, 0, 0, 0, 0, 0
32.67127, Hmd, 0.0854733, 1.094295, 0.394619, 0.9153818, 0.3620762, 0.1708197, 0.04239752, 0, 0, 0, 0, 0, 0, 0
32.67127, Primary, 0.2618746, 0.7267929, 0.6170489, 0.9257858, 0.3688573, -0.05267017, -0.06395816, 0, 0, 0, -0.008010983, -0.001846313, 0, 0
32.67127, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639625, 0.2414321, -0.1833717, -0.4020622, 0, 0, 0, 0, 0, 0, 0
32.68514, Hmd, 0.08558196, 1.094339, 0.3946182, 0.9153872, 0.3621532, 0.1706316, 0.04238191, 0, 0, 0, 0, 0, 0, 0
32.68514, Primary, 0.2593144, 0.7271594, 0.6155835, 0.9256675, 0.3681022, -0.0605529, -0.0630373, 0, 0, 0, -0.008010983, -0.001846313, 0, 0
32.68514, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639626, 0.2414321, -0.1833717, -0.4020622, 0, 0, 0, 0, 0, 0, 0
32.69923, Hmd, 0.08540761, 1.094429, 0.3944561, 0.9154329, 0.3621819, 0.1703286, 0.04236697, 0, 0, 0, 0, 0, 0, 0
32.69923, Primary, 0.2564945, 0.7270056, 0.6137725, 0.9249315, 0.3690242, -0.0688572, -0.05984655, 0, 0, 0, -0.008010983, -0.001846313, 0, 0
32.69923, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639629, 0.2414307, -0.183372, -0.4020621, 0, 0, 0, 0, 0, 0, 0
32.71324, Hmd, 0.08521242, 1.094567, 0.3943222, 0.9155965, 0.3621831, 0.1694798, 0.04222813, 0, 0, 0, 0, 0, 0, 0
32.71324, Primary, 0.2537204, 0.7267919, 0.6119707, 0.9240701, 0.3700261, -0.07701522, -0.05695436, 0, 0, 0, -0.008010983, -0.001846313, 0, 0
32.71324, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639625, 0.2414328, -0.1833716, -0.4020616, 0, 0, 0, 0, 0, 0, 0
32.72747, Hmd, 0.08520444, 1.094693, 0.3944955, 0.9160386, 0.361445, 0.1688011, 0.04167783, 0, 0, 0, 0, 0, 0, 0
32.72747, Primary, 0.248418, 0.725853, 0.6086448, 0.9209698, 0.3750539, -0.090557, -0.05430134, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.72747, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.241432, -0.1833713, -0.4020622, 0, 0, 0, 0, 0, 0, 0
32.74095, Hmd, 0.08500361, 1.094871, 0.3945306, 0.9163597, 0.3609166, 0.1681623, 0.04177886, 0, 0, 0, 0, 0, 0, 0
32.74095, Primary, 0.2434514, 0.7251903, 0.6054639, 0.9186402, 0.3785194, -0.1006948, -0.05180545, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.74095, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414318, -0.1833716, -0.402062, 0, 0, 0, 0, 0, 0, 0
32.75526, Hmd, 0.0849407, 1.094977, 0.3947685, 0.9165381, 0.3607354, 0.1674614, 0.04224477, 0, 0, 0, 0, 0, 0, 0
32.75526, Primary, 0.2392181, 0.7247918, 0.6028318, 0.9174127, 0.3798573, -0.1083823, -0.04812138, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.75526, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.241432, -0.1833713, -0.4020622, 0, 0, 0, 0, 0, 0, 0
32.7686, Hmd, 0.08486326, 1.095131, 0.3947719, 0.9166643, 0.3606478, 0.1670185, 0.04200641, 0, 0, 0, 0, 0, 0, 0
32.7686, Primary, 0.234143, 0.7241821, 0.5998793, 0.9175132, 0.3790293, -0.1140353, -0.03876003, 0, 0, 0, -0.008041501, -0.001815796, 0, 0
32.7686, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639628, 0.2414316, -0.183371, -0.4020625, 0, 0, 0, 0, 0, 0, 0
32.78261, Hmd, 0.08479065, 1.095194, 0.3947274, 0.9166425, 0.3607532, 0.1670165, 0.04158383, 0, 0, 0, 0, 0, 0, 0
32.78261, Primary, 0.2296215, 0.7236027, 0.597186, 0.9166467, 0.3797614, -0.1200713, -0.0335105, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.78261, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639626, 0.2414321, -0.1833717, -0.4020622, 0, 0, 0, 0, 0, 0, 0
32.79655, Hmd, 0.08484811, 1.095185, 0.3947701, 0.9166481, 0.3608695, 0.166816, 0.04125246, 0, 0, 0, 0, 0, 0, 0
32.79655, Primary, 0.2251725, 0.7232234, 0.5946602, 0.9160033, 0.3793983, -0.1274259, -0.0275242, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.79655, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639631, 0.2414316, -0.1833717, -0.4020615, 0, 0, 0, 0, 0, 0, 0
32.81068, Hmd, 0.08483115, 1.09514, 0.3946221, 0.9167129, 0.3607977, 0.1668015, 0.04049467, 0, 0, 0, 0, 0, 0, 0
32.81068, Primary, 0.2210433, 0.723218, 0.5925031, 0.9156015, 0.3781743, -0.1345403, -0.02360234, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.81068, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.241432, -0.1833713, -0.4020622, 0, 0, 0, 0, 0, 0, 0
32.82449, Hmd, 0.08486174, 1.095131, 0.3944743, 0.9167674, 0.360954, 0.1663664, 0.03964603, 0, 0, 0, 0, 0, 0, 0
32.82449, Primary, 0.2174774, 0.7233753, 0.5905371, 0.9146581, 0.3787329, -0.1389913, -0.02535997, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.82449, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639625, 0.2414315, -0.1833721, -0.4020625, 0, 0, 0, 0, 0, 0, 0
32.83837, Hmd, 0.08504587, 1.094976, 0.3945302, 0.9168438, 0.3608752, 0.1662077, 0.03926079, 0, 0, 0, 0, 0, 0, 0
32.83837, Primary, 0.2148706, 0.7231984, 0.5890768, 0.913972, 0.3794642, -0.1416935, -0.02418729, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.83837, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414318, -0.1833716, -0.402062, 0, 0, 0, 0, 0, 0, 0
32.85245, Hmd, 0.08507445, 1.094945, 0.3943887, 0.9168387, 0.3608456, 0.1664181, 0.0387598, 0, 0, 0, 0, 0, 0, 0
32.85245, Primary, 0.2131162, 0.7228872, 0.5881884, 0.9137465, 0.380019, -0.141961, -0.02236153, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.85245, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639628, 0.2414322, -0.1833715, -0.402062, 0, 0, 0, 0, 0, 0, 0
32.86627, Hmd, 0.08515945, 1.094959, 0.3942462, 0.9169497, 0.3605457, 0.1665843, 0.03820629, 0, 0, 0, 0, 0, 0, 0
32.86627, Primary, 0.2113747, 0.7227209, 0.587468, 0.9133994, 0.3801203, -0.1440847, -0.02120783, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.86627, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.863963, 0.2414323, -0.1833715, -0.4020614, 0, 0, 0, 0, 0, 0, 0
32.88021, Hmd, 0.08545855, 1.094887, 0.3943582, 0.917169, 0.3599496, 0.1667623, 0.03778773, 0, 0, 0, 0, 0, 0, 0
32.88021, Primary, 0.2098594, 0.7225726, 0.5868697, 0.9129188, 0.3805633, -0.1460531, -0.02047276, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.88021, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.241432, -0.1833713, -0.4020622, 0, 0, 0, 0, 0, 0, 0
32.89393, Hmd, 0.08555819, 1.094945, 0.3942842, 0.9172775, 0.3597167, 0.1667254, 0.03753266, 0, 0, 0, 0, 0, 0, 0
32.89393, Primary, 0.2084284, 0.7224004, 0.5862953, 0.9120724, 0.3814716, -0.1491016, -0.01928574, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.89393, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639629, 0.2414322, -0.1833708, -0.4020619, 0, 0, 0, 0, 0, 0, 0
32.90802, Hmd, 0.08564061, 1.094984, 0.3942007, 0.9172446, 0.3596897, 0.1670885, 0.03697352, 0, 0, 0, 0, 0, 0, 0
32.90802, Primary, 0.2071374, 0.722232, 0.5858253, 0.9114183, 0.3824015, -0.1506948, -0.01941275, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.90802, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639628, 0.2414326, -0.183371, -0.4020618, 0, 0, 0, 0, 0, 0, 0
32.92161, Hmd, 0.08579239, 1.095084, 0.3941135, 0.9171709, 0.3598709, 0.1672089, 0.03649108, 0, 0, 0, 0, 0, 0, 0
32.92161, Primary, 0.2062462, 0.7219924, 0.5856199, 0.9112354, 0.3827893, -0.1509285, -0.01851612, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.92161, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.241432, -0.1833713, -0.4020622, 0, 0, 0, 0, 0, 0, 0
32.9357, Hmd, 0.08587347, 1.095112, 0.3939763, 0.9171164, 0.3599695, 0.1674578, 0.03573953, 0, 0, 0, 0, 0, 0, 0
32.9357, Primary, 0.2059347, 0.7215365, 0.5857577, 0.9113672, 0.3828926, -0.1502767, -0.01482586, 0, 0, 0, -0.008010983, -0.001846313, 0, 0
32.9357, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639629, 0.2414322, -0.1833708, -0.4020619, 0, 0, 0, 0, 0, 0, 0
32.94958, Hmd, 0.08592623, 1.095118, 0.3938556, 0.9171571, 0.359839, 0.1676211, 0.03523922, 0, 0, 0, 0, 0, 0, 0
32.94958, Primary, 0.2052237, 0.7210881, 0.5856257, 0.9108345, 0.3837068, -0.1516028, -0.01289325, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.94958, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414323, -0.1833707, -0.4020624, 0, 0, 0, 0, 0, 0, 0
32.96348, Hmd, 0.08599895, 1.095173, 0.3938627, 0.9172401, 0.3597545, 0.1674912, 0.03455303, 0, 0, 0, 0, 0, 0, 0
32.96348, Primary, 0.2051713, 0.7206943, 0.5858502, 0.9107629, 0.3838989, -0.1517201, -0.01066118, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.96348, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639628, 0.241432, -0.1833714, -0.402062, 0, 0, 0, 0, 0, 0, 0
32.97779, Hmd, 0.08601321, 1.095181, 0.3938026, 0.9171868, 0.3598971, 0.1676751, 0.0335804, 0, 0, 0, 0, 0, 0, 0
32.97779, Primary, 0.2054158, 0.7206879, 0.5863428, 0.9112644, 0.3832211, -0.1504815, -0.009693883, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.97779, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414319, -0.1833716, -0.4020623, 0, 0, 0, 0, 0, 0, 0
32.99174, Hmd, 0.08604184, 1.095196, 0.3937148, 0.9171827, 0.3599579, 0.1677352, 0.03272722, 0, 0, 0, 0, 0, 0, 0
32.99174, Primary, 0.2057109, 0.7209703, 0.5869938, 0.9124983, 0.3808114, -0.1492295, -0.007749788, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
32.99174, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639625, 0.2414321, -0.1833717, -0.4020622, 0, 0, 0, 0, 0, 0, 0
33.00568, Hmd, 0.08609547, 1.095207, 0.3937789, 0.9172159, 0.3596568, 0.1682516, 0.03245751, 0, 0, 0, 0, 0, 0, 0
33.00568, Primary, 0.2063069, 0.7218678, 0.5879647, 0.9143597, 0.3765465, -0.1485962, -0.008836075, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.00568, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639624, 0.241432, -0.1833724, -0.4020624, 0, 0, 0, 0, 0, 0, 0
33.01956, Hmd, 0.08619462, 1.095318, 0.3937239, 0.9173043, 0.3591972, 0.1687884, 0.0322598, 0, 0, 0, 0, 0, 0, 0
33.01956, Primary, 0.2062397, 0.7221788, 0.5881538, 0.9142409, 0.3760774, -0.1504074, -0.01034425, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.01956, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639633, 0.2414309, -0.1833715, -0.4020614, 0, 0, 0, 0, 0, 0, 0
33.03349, Hmd, 0.08633298, 1.095457, 0.3936513, 0.9173957, 0.3588289, 0.1691196, 0.03202529, 0, 0, 0, 0, 0, 0, 0
33.03349, Primary, 0.2059819, 0.7222792, 0.588079, 0.9139324, 0.3759882, -0.1524742, -0.01057804, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.03349, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639628, 0.241432, -0.1833713, -0.402062, 0, 0, 0, 0, 0, 0, 0
33.04713, Hmd, 0.08658324, 1.095465, 0.3938406, 0.9173784, 0.3587037, 0.1695183, 0.03181411, 0, 0, 0, 0, 0, 0, 0
33.04713, Primary, 0.2052728, 0.7221562, 0.5873532, 0.9123738, 0.3781299, -0.1563335, -0.01231485, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.04713, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639624, 0.2414318, -0.1833716, -0.4020629, 0, 0, 0, 0, 0, 0, 0
33.06106, Hmd, 0.08670968, 1.095558, 0.3937538, 0.9173514, 0.3586786, 0.1698196, 0.03126197, 0, 0, 0, 0, 0, 0, 0
33.06106, Primary, 0.2048541, 0.7219022, 0.5868616, 0.9117598, 0.3788389, -0.1584124, -0.008976317, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.06106, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414318, -0.1833716, -0.402062, 0, 0, 0, 0, 0, 0, 0
33.07505, Hmd, 0.08699125, 1.095514, 0.3938653, 0.9172912, 0.3585526, 0.1705245, 0.03063203, 0, 0, 0, 0, 0, 0, 0
33.07505, Primary, 0.2042385, 0.7217728, 0.5864956, 0.9116349, 0.3782596, -0.1605787, -0.007486589, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.07505, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.241432, -0.1833713, -0.4020622, 0, 0, 0, 0, 0, 0, 0
33.08888, Hmd, 0.0871148, 1.095569, 0.393811, 0.9173334, 0.3582167, 0.1710791, 0.03020254, 0, 0, 0, 0, 0, 0, 0
33.08888, Primary, 0.2031866, 0.7214111, 0.585848, 0.9107561, 0.3790452, -0.1637882, -0.004633702, 0, 0, 0, -0.008041501, -0.001815796, 0, 0
33.08888, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414321, -0.1833717, -0.402062, 0, 0, 0, 0, 0, 0, 0
33.10291, Hmd, 0.08724453, 1.09564, 0.3937709, 0.9174374, 0.357735, 0.1715607, 0.03001909, 0, 0, 0, 0, 0, 0, 0
33.10291, Primary, 0.2022722, 0.7212824, 0.5854655, 0.9105664, 0.3782616, -0.1666899, -0.001134187, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.10291, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639628, 0.2414326, -0.183371, -0.4020618, 0, 0, 0, 0, 0, 0, 0
33.1169, Hmd, 0.08765104, 1.095686, 0.3939753, 0.9174175, 0.3574529, 0.1722664, 0.02994881, 0, 0, 0, 0, 0, 0, 0
33.1169, Primary, 0.2013527, 0.721112, 0.5851504, 0.9102682, 0.3776898, -0.1695876, 0.001520023, 0, 0, 0, -0.008010983, -0.001846313, 0, 0
33.1169, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639623, 0.2414329, -0.1833716, -0.4020621, 0, 0, 0, 0, 0, 0, 0
33.13095, Hmd, 0.08784658, 1.095765, 0.3939506, 0.9175273, 0.3568163, 0.172984, 0.03004047, 0, 0, 0, 0, 0, 0, 0
33.13095, Primary, 0.1999926, 0.7209338, 0.5846332, 0.9089703, 0.3789198, -0.1737595, 0.0005890577, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.13095, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414314, -0.1833714, -0.4020625, 0, 0, 0, 0, 0, 0, 0
33.14477, Hmd, 0.08807063, 1.095872, 0.3939409, 0.9175352, 0.3565243, 0.1735801, 0.02982498, 0, 0, 0, 0, 0, 0, 0
33.14477, Primary, 0.1988724, 0.7205077, 0.5839821, 0.9074498, 0.3812483, -0.1765873, 0.00119701, 0, 0, 0, -0.008010983, -0.001846313, 0, 0
33.14477, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639628, 0.2414326, -0.183371, -0.4020618, 0, 0, 0, 0, 0, 0, 0
33.15871, Hmd, 0.08831814, 1.095879, 0.3940287, 0.9174476, 0.3564886, 0.1742087, 0.02927458, 0, 0, 0, 0, 0, 0, 0
33.15871, Primary, 0.1979259, 0.72001, 0.5834364, 0.9062889, 0.3829658, -0.1787999, 0.002856754, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.15871, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414321, -0.1833717, -0.402062, 0, 0, 0, 0, 0, 0, 0
33.17218, Hmd, 0.08849919, 1.095893, 0.3939844, 0.9173236, 0.3565714, 0.174805, 0.02859, 0, 0, 0, 0, 0, 0, 0
33.17218, Primary, 0.1971354, 0.719485, 0.5829806, 0.9053949, 0.3838528, -0.1813267, 0.006145946, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.17218, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639628, 0.241432, -0.1833714, -0.402062, 0, 0, 0, 0, 0, 0, 0
33.18658, Hmd, 0.08868079, 1.095886, 0.3938944, 0.9173302, 0.356373, 0.175313, 0.02773259, 0, 0, 0, 0, 0, 0, 0
33.18658, Primary, 0.1968119, 0.7187942, 0.5827754, 0.9047903, 0.3845462, -0.1826129, 0.01144935, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.18658, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639626, 0.2414321, -0.1833717, -0.4020622, 0, 0, 0, 0, 0, 0, 0
33.20045, Hmd, 0.08896145, 1.09586, 0.3940572, 0.9173701, 0.3560948, 0.1757975, 0.02690732, 0, 0, 0, 0, 0, 0, 0
33.20045, Primary, 0.1968844, 0.7185954, 0.5829368, 0.9052004, 0.3844624, -0.1807647, 0.01117384, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.20045, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.241432, -0.1833713, -0.4020622, 0, 0, 0, 0, 0, 0, 0
33.21441, Hmd, 0.08911577, 1.095873, 0.39404, 0.9174832, 0.3556598, 0.1761466, 0.02651535, 0, 0, 0, 0, 0, 0, 0
33.21441, Primary, 0.1971169, 0.7198181, 0.5840079, 0.9091694, 0.3733666, -0.1837373, 0.01577736, 0, 0, 0, -0.008010983, -0.001815796, 0, 0
33.21441, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.241432, -0.1833713, -0.4020622, 0, 0, 0, 0, 0, 0, 0
33.22845, Hmd, 0.08928673, 1.095928, 0.3940593, 0.9175074, 0.3554075, 0.1765885, 0.02611911, 0, 0, 0, 0, 0, 0, 0
33.22845, Primary, 0.1981256, 0.7198011, 0.5838485, 0.9075187, 0.3799183, -0.1789015, 0.008128979, 0, 0, 0, -0.007858396, -0.001785278, 0, 0
33.22845, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639622, 0.2414323, -0.1833718, -0.4020628, 0, 0, 0, 0, 0, 0, 0
33.242, Hmd, 0.08959764, 1.095918, 0.3942134, 0.9174086, 0.3553454, 0.177261, 0.02587776, 0, 0, 0, 0, 0, 0, 0
33.242, Primary, 0.198143, 0.7198592, 0.5839582, 0.9054887, 0.3840861, -0.1804625, -0.001117237, 0, 0, 0, -0.007858396, -0.001785278, 0, 0
33.242, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639626, 0.2414327, -0.1833709, -0.4020622, 0, 0, 0, 0, 0, 0, 0
33.25608, Hmd, 0.08979544, 1.095964, 0.3941737, 0.9173813, 0.3552457, 0.1776679, 0.02541831, 0, 0, 0, 0, 0, 0, 0
33.25608, Primary, 0.1987439, 0.7198577, 0.5842324, 0.9054128, 0.3842658, -0.180444, -0.002716251, 0.005616605, 0, 0, -0.007736325, -0.001785278, 0, 0
33.25608, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639633, 0.2414321, -0.1833706, -0.4020612, 0, 0, 0, 0, 0, 0, 0
33.27042, Hmd, 0.08996636, 1.095979, 0.394124, 0.9173697, 0.355195, 0.1778852, 0.02502538, 0, 0, 0, 0, 0, 0, 0
33.27042, Primary, 0.1998598, 0.7198901, 0.5848273, 0.9062977, 0.3832339, -0.1782012, 0.0008752198, 0, 0.01147741, 0, -0.007705808, -0.001785278, 0, 0
33.27042, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414322, -0.1833714, -0.4020619, 0, 0, 0, 0, 0, 0, 0
33.2842, Hmd, 0.0902597, 1.095956, 0.3942194, 0.9173843, 0.3549693, 0.1783399, 0.02444993, 0, 0, 0, 0, 0, 0, 0
33.2842, Primary, 0.2016231, 0.7199104, 0.5856016, 0.9066581, 0.3844858, -0.1735997, -0.002195969, 0, 0.01147741, 0, -0.007705808, -0.001754761, 0, 0
33.2842, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639625, 0.2414321, -0.1833717, -0.4020622, 0, 0, 0, 0, 0, 0, 0
33.2979, Hmd, 0.09034619, 1.095954, 0.3942524, 0.9174026, 0.3547548, 0.1787397, 0.02395002, 0, 0, 0, 0, 0, 0, 0
33.2979, Primary, 0.2039207, 0.7199564, 0.5867813, 0.907863, 0.3845892, -0.1669338, -0.002998583, 0, 0.01147741, 0, -0.007705808, -0.001785278, 0, 0
33.2979, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639625, 0.2414322, -0.1833714, -0.4020621, 0, 0, 0, 0, 0, 0, 0
33.31177, Hmd, 0.0904319, 1.095968, 0.3942815, 0.91748, 0.3543497, 0.1792486, 0.02316705, 0, 0, 0, 0, 0, 0, 0
33.31177, Primary, 0.2069741, 0.7200214, 0.5886632, 0.9093926, 0.3851986, -0.1567383, -0.007766203, 0, 0.01733822, 0, -0.00767529, -0.001785278, 0, 0
33.31177, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414321, -0.1833717, -0.4020619, 0, 0, 0, 0, 0, 0, 0
33.32578, Hmd, 0.09066704, 1.095933, 0.3944572, 0.9175447, 0.3539716, 0.1797447, 0.02253332, 0, 0, 0, 0, 0, 0, 0
33.32578, Primary, 0.2135472, 0.7200804, 0.5924634, 0.9114008, 0.3884318, -0.1348097, -0.01719514, 0, 0.02319902, 0, -0.007644773, -0.001785278, 0, 0
33.32578, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.863963, 0.2414319, -0.1833712, -0.4020614, 0, 0, 0, 0, 0, 0, 0
33.33977, Hmd, 0.09071657, 1.095927, 0.3944559, 0.9175997, 0.3537029, 0.1800791, 0.02183158, 0, 0, 0, 0, 0, 0, 0
33.33977, Primary, 0.2211809, 0.7202706, 0.5968496, 0.9148558, 0.3872697, -0.1116119, -0.02456679, 0, 0.02319902, 0, -0.007644773, -0.001785278, 0, 0
33.33977, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639626, 0.2414327, -0.1833709, -0.4020623, 0, 0, 0, 0, 0, 0, 0
33.35344, Hmd, 0.09068188, 1.095854, 0.3944643, 0.9175496, 0.353663, 0.1804199, 0.02177311, 0, 0, 0, 0, 0, 0, 0
33.35344, Primary, 0.2288554, 0.7204277, 0.6011115, 0.9183013, 0.3845953, -0.08927586, -0.02896383, 0, 0.02905983, 0, -0.007614255, -0.001785278, 0, 0
33.35344, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639627, 0.2414318, -0.1833716, -0.402062, 0, 0, 0, 0, 0, 0, 0
33.36792, Hmd, 0.09085722, 1.095727, 0.3946829, 0.9175702, 0.3536877, 0.1802848, 0.02161875, 0, 0, 0, 0, 0, 0, 0
33.36792, Primary, 0.2416784, 0.7207819, 0.6075748, 0.9222837, 0.3806307, -0.05820068, -0.03354945, 0, 0.04053724, 0, -0.00755322, -0.001785278, 0, 0
33.36792, Ndh, -0.3318572, 0.7379246, 0.3387066, 0.8639628, 0.241432, -0.1833714, -0.402062, 0, 0, 0, 0, 0, 0, 0
33.38169, Hmd, 0.09085232, 1.095685, 0.3946976, 0.9176721, 0.3536404, 0.1798791, 0.02144449, 0, 0, 0, 0, 0, 0, 0
33.38169, Primary, 0.2514038, 0.7210495, 0.611914, 0.923722, 0.3791864, -0.03896488, -0.03790936, 0, 0.06373626, 0, -0.007431149, -0.001754761, 0, 0
